word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency,stem
temat,NN.NEU.SIN.DEF.NOM,|tema..nn.1|,+,2,2.585125,tema
VÄG,NN.UTR.SIN.IND.NOM,|väg..nn.1|på_väg..avm.1|,-,2,2.585125,väg
RAM,PM.NOM,|,-,2,2.585125,
hotfullt,AB.POS,|hotfull..av.1|,+,2,2.585125,hotfull
erbjudandet,NN.NEU.SIN.DEF.NOM,|erbjudande..nn.1|,+,2,2.585125,erbjudande
redskapsskjul,NN.NEU.SIN.IND.NOM,|,+,2,2.585125,
fäbodvall,NN.UTR.SIN.IND.NOM,|fäbodvall..nn.1|,+,2,2.585125,fäbodvall
snokhona,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
policy,NN.UTR.SIN.IND.NOM,|policy..nn.1|,-,2,2.585125,policy
fruktlöst,AB.POS,|fruktlös..av.1|,+,2,2.585125,fruktlös
insnärjda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|insnärjd..av.1|,+,2,2.585125,insnärjd
logiken,NN.UTR.SIN.DEF.NOM,|logik..nn.1|,-,2,2.585125,logik
hyttan,NN.UTR.SIN.DEF.NOM,|hytta..nn.1|,-,2,2.585125,hytta
domkyrkan,NN.UTR.SIN.DEF.NOM,|domkyrka..nn.1|,+,2,2.585125,domkyrka
naturliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|naturlig..av.1|,-,2,2.585125,naturlig
ekbrädan,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
företeelse,NN.UTR.SIN.IND.NOM,|företeelse..nn.1|,-,2,2.585125,företeelse
Vacker,JJ.POS.UTR.SIN.IND.NOM,|vacker..av.1|,-,2,2.585125,vacker
Sofia,PM.NOM,|Sofia..pm.2|Sofia..pm.1|,-,2,2.585125,Sofia
överbegåvad,PC.PRF.UTR.SIN.IND.NOM,|överbegåvad..av.1|,+,2,2.585125,överbegåvad
servis,NN.UTR.SIN.IND.NOM,|servis..nn.1|,+,2,2.585125,servis
fasaden,NN.UTR.SIN.DEF.NOM,|fasad..nn.1|,-,2,2.585125,fasad
rustningar,NN.UTR.PLU.IND.NOM,|rustning..nn.1|,-,2,2.585125,rustning
Glimminge,PM.NOM,|,-,2,2.585125,
vallar,VB.PRS.AKT,|valla..vb.1|,-,2,2.585125,valla
beträffar,VB.PRS.AKT,|beträffa..vb.1|vad_beträffar..ppm.1|,+,2,2.585125,beträffa
prenumererar,VB.PRS.AKT,|prenumerera..vb.1|,-,2,2.585125,prenumerera
Tur,NN.UTR.SIN.IND.NOM,|tur..nn.2|tur..nn.1|,-,2,2.585125,tur
landsbygden,NN.UTR.SIN.DEF.NOM,|landsbygd..nn.1|,+,2,2.585125,landsbygd
istäcket,NN.NEU.SIN.DEF.NOM,|istäcke..nn.1|,+,2,2.585125,istäcke
tagit,VB.SUP.AKT,|ta..vb.1|ta_in..vbm.1|ta_in..vbm.2|,-,2,2.585125,ta
upp,PL,|upp..ab.1|knyta_upp..vbm.1|,-,2,2.585125,upp
ordnad,PC.PRF.UTR.SIN.IND.NOM,|ordna..vb.1|,-,2,2.585125,ordna
välbeställda,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|välbeställd..av.1|,-,2,2.585125,välbeställd
inmarsch,NN.UTR.SIN.IND.NOM,|inmarsch..nn.1|,+,2,2.585125,inmarsch
hängde,VB.PRT.AKT,|hänga..vb.2|hänga..vb.1|hänga_sig..vbm.1|,-,2,2.585125,hänga
sommarkjol,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
få,VB.INF.AKT,|få..vb.1|få_nog..vbm.1|,-,2,2.585125,få
Frampå,PP,|frampå..pp.1|,+,2,2.585125,frampå
TYCKER,VB.PRS.AKT,|tycka..vb.1|tycka_om..vbm.1|,-,2,2.585125,tycka
lagd,PC.PRF.UTR.SIN.IND.NOM,|lägga..vb.1|lagd..av.1|,-,2,2.585125,lägga
sura,JJ.POS.UTR+NEU.SIN.DEF.NOM,|sur..av.1|bita_i_det_sura_äpplet..vbm.1|,-,2,2.585125,sur
ABER,PM.NOM,|,-,2,2.585125,
förbaskat,AB.POS,|förbaskad..av.1|,-,2,2.585125,förbaskad
obemannad,PC.PRF.UTR.SIN.IND.NOM,|obemannad..av.1|,-,2,2.585125,obemannad
Rohypnol,PM.NOM,|,-,2,2.585125,
fotvandring,NN.UTR.SIN.IND.NOM,|fotvandring..nn.1|,+,2,2.585125,fotvandring
innan,PP,|innan..pp.1|,-,2,2.585125,innan
bita,VB.INF.AKT,|bita..vb.2|bita..vb.1|bita_av..vbm.1|bita_av..vbm.2|,+,2,2.585125,bita
Sist,AB.SUV,|sist..ab.1|,-,2,2.585125,sist
uppskov,NN.NEU.SIN.IND.NOM,|uppskov..nn.1|,+,2,2.585125,uppskov
det,PN.NEU.SIN.DEF.SUB+OBJ,|den..pn.1|ställa_till_det..vbm.1|,-,2,2.585125,den
gick,VB.PRT.AKT,|gå..vb.1|gå_illa..vbm.1|,-,2,2.585125,gå
hundkorg,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|raka_sig..vbm.1|,-,2,2.585125,sig
i,PP,|i..pp.1|i_drift..avm.1|,-,2,2.585125,i
levande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|levande..av.1|leva..vb.1|en_levande_själ..pnm.1|,+,2,2.585125,levande
nykomna,PC.PRF.UTR+NEU.SIN.DEF.NOM,|,+,2,2.585125,
spånor,NN.UTR.PLU.IND.NOM,|spåna..nn.1|,+,2,2.585125,spåna
hagarna,NN.UTR.PLU.DEF.NOM,|hage..nn.1|,-,2,2.585125,hage
Gondolin,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
Gandhi,PM.NOM,|Gandhi..pm.1|,-,2,2.585125,Gandhi
örnnäste,NN.NEU.SIN.IND.NOM,|,+,2,2.585125,
FRUKOST,NN.UTR.SIN.IND.NOM,|frukost..nn.1|,+,2,2.585125,frukost
Kasimir,PM.NOM,|,-,2,2.585125,
besvaras,VB.INF.SFO,|besvara..vb.1|,-,2,2.585125,besvara
makade,VB.PRT.AKT,|maka..vb.1|,-,2,2.585125,maka
rapphöns,NN.NEU.PLU.IND.NOM,|rapphöns..nn.1|,+,2,2.585125,rapphöns
Skynda,VB.IMP.AKT,|skynda..vb.1|,-,2,2.585125,skynda
surlimpor,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
förorten,NN.UTR.SIN.DEF.NOM,|förort..nn.1|,+,2,2.585125,förort
arrangemanget,NN.NEU.SIN.DEF.NOM,|arrangemang..nn.1|,-,2,2.585125,arrangemang
lärda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|lärd..av.1|lära..vb.1|,-,2,2.585125,lärd
ugglemannen,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
förminskad,PC.PRF.UTR.SIN.IND.NOM,|förminska..vb.1|,+,2,2.585125,förminska
svingande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|svinga..vb.2|svinga..vb.1|,-,2,2.585125,svinga
CHOCK,NN.UTR.SIN.IND.NOM,|chock..nn.1|,-,2,2.585125,chock
maka,VB.INF.AKT,|maka..vb.1|,-,2,2.585125,maka
femtonårsåldern,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
prickar,VB.PRS.AKT,|pricka..vb.1|,-,2,2.585125,pricka
utdrivna,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|utdriva..vb.1|,+,2,2.585125,utdriva
Klas,PM.NOM,|Klas..pm.1|,-,2,2.585125,Klas
spark,NN.UTR.SIN.IND.NOM,|spark..nn.1|,-,2,2.585125,spark
visslande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|vissla..vb.2|vissla..vb.1|,-,2,2.585125,vissla
Nämen,NN.NEU.PLU.DEF.NOM,|,-,2,2.585125,
tame,JJ.POS.MAS.SIN.DEF.NOM,|tam..av.1|,-,2,2.585125,tam
mognare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|mogen..av.1|,-,2,2.585125,mogen
Eljest,AB,|eljest..ab.1|,-,2,2.585125,eljest
skyldigheter,NN.UTR.PLU.IND.NOM,|skyldighet..nn.1|,-,2,2.585125,skyldighet
blats,NN.UTR.SIN.IND.NOM,|,-,2,2.585125,
renare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|ren..av.1|,-,2,2.585125,ren
kolhuset,NN.NEU.SIN.DEF.NOM,|,+,2,2.585125,
In,AB,|in..ab.1|in_i..ppm.1|,-,2,2.585125,in
viftar,VB.PRS.AKT,|vifta..vb.1|,-,2,2.585125,vifta
i,PP,|i..pp.1|i_smyg..abm.1|,-,2,2.585125,i
utdraget,JJ.POS.NEU.SIN.IND.NOM,|utdragen..av.1|,+,2,2.585125,utdragen
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|känna_sig..vbm.1|känna_sig_för..vbm.1|,-,2,2.585125,sig
prova,VB.INF.AKT,|prova..vb.1|,-,2,2.585125,prova
tak,NN.NEU.PLU.IND.NOM,|tak..nn.1|,-,2,2.585125,tak
ned,PL,|ned..ab.1|släppa_ned..vbm.1|,-,2,2.585125,ned
magiska,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|magisk..av.1|,-,2,2.585125,magisk
ge,VB.INF.AKT,|ge..vb.1|ge_sig..vbm.1|ge_sig_ut..vbm.1|ge_ut..vbm.1|ge_igen..vbm.1|,-,2,2.585125,ge
respektabla,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|respektabel..av.1|,-,2,2.585125,respektabel
Barnekow,PM.NOM,|,-,2,2.585125,
sökande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|söka..vb.1|,-,2,2.585125,söka
mig,PN.UTR.SIN.DEF.OBJ,|jag..pn.1|bärga_sig..vbm.1|,-,2,2.585125,jag
kampanjen,NN.UTR.SIN.DEF.NOM,|kampanj..nn.1|,-,2,2.585125,kampanj
Smaug,JJ.POS.UTR.SIN.IND.NOM,|,-,2,2.585125,
Reglerna,NN.UTR.PLU.DEF.NOM,|regel..nn.1|,-,2,2.585125,regel
Skogarna,NN.UTR.PLU.DEF.NOM,|skog..nn.1|,-,2,2.585125,skog
sönderskuren,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
förvaltare,NN.UTR.PLU.IND.NOM,|förvaltare..nn.1|,-,2,2.585125,förvaltare
ställdes,VB.PRT.SFO,|ställa..vb.1|,-,2,2.585125,ställa
enfaldig,JJ.POS.UTR.SIN.IND.NOM,|enfaldig..av.1|,+,2,2.585125,enfaldig
stenrös,NN.NEU.PLU.IND.NOM,|stenrös..nn.1|,+,2,2.585125,stenrös
beräkna,VB.INF.AKT,|beräkna..vb.1|,-,2,2.585125,beräkna
checkade,VB.PRT.AKT,|checka..vb.1|checka_ut..vbm.1|,-,2,2.585125,checka
läderrem,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
inställning,NN.UTR.SIN.IND.NOM,|inställning..nn.1|,+,2,2.585125,inställning
häpnat,VB.SUP.AKT,|häpna..vb.1|,-,2,2.585125,häpna
fästningen,NN.UTR.SIN.DEF.NOM,|fästning..nn.1|,-,2,2.585125,fästning
skojare,NN.UTR.SIN.IND.NOM,|skojare..nn.1|,-,2,2.585125,skojare
kväll,NN.UTR.SIN.IND.NOM,|kväll..nn.1|göra_kväll..vbm.1|i_kväll..abm.1|,-,2,2.585125,kväll
Simma,VB.INF.AKT,|simma..vb.1|,-,2,2.585125,simma
reste,VB.PRT.AKT,|resa..vb.2|resa..vb.1|resa_bort..vbm.1|,-,2,2.585125,resa
häftiga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|häftig..av.1|,-,2,2.585125,häftig
fanan,NN.UTR.SIN.DEF.NOM,|fana..nn.1|,-,2,2.585125,fana
Blomkvist,AB.POS,|,-,2,2.585125,
Regnet,NN.NEU.SIN.DEF.NOM,|regn..nn.1|,-,2,2.585125,regn
går,VB.PRS.AKT,|gå..vb.1|gå_med..vbm.1|,-,2,2.585125,gå
förbluffad,PC.PRF.UTR.SIN.IND.NOM,|förbluffad..av.1|förbluffa..vb.1|,+,2,2.585125,förbluffad
i,PP,|i..pp.1|med_armarna_i_kors..abm.1|i_kors..abm.1|,-,2,2.585125,i
BERG,PM.NOM,|,-,2,2.585125,
Hämnd,NN.UTR.SIN.IND.NOM,|hämnd..nn.1|,-,2,2.585125,hämnd
Vargarna,PM.NOM,|,-,2,2.585125,
Mälarfjärdarna,NN.UTR.PLU.DEF.NOM,|,-,2,2.585125,
bergshantering,NN.UTR.SIN.IND.NOM,|bergshantering..nn.1|,+,2,2.585125,bergshantering
Påstår,VB.PRS.AKT,|påstå..vb.1|,+,2,2.585125,påstå
veckotal,NN.NEU.PLU.IND.NOM,|veckotal..nn.1|,+,2,2.585125,veckotal
matsäcken,NN.UTR.SIN.DEF.NOM,|matsäck..nn.1|,+,2,2.585125,matsäck
växel,NN.UTR.SIN.IND.NOM,|växel..nn.1|,+,2,2.585125,växel
strömmar,VB.PRS.AKT,|strömma..vb.2|strömma..vb.1|,-,2,2.585125,strömma
blevo,NN.NEU.SIN.IND.NOM,|,-,2,2.585125,
förnuftiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|förnuftig..av.1|,-,2,2.585125,förnuftig
locken,NN.NEU.PLU.DEF.NOM,|lock..nn.2|,-,2,2.585125,lock
farväl,IN,|farväl..in.1|,-,2,2.585125,farväl
PERSONER,NN.UTR.PLU.IND.NOM,|person..nn.1|,-,2,2.585125,person
förlöpte,VB.PRT.AKT,|förlöpa..vb.1|,+,2,2.585125,förlöpa
fan,NN.UTR.SIN.IND.NOM,|fan..nn.2|fan..nn.1|ge_fan..vbm.1|,-,2,2.585125,fan
ytan,NN.UTR.SIN.DEF.NOM,|yta..nn.1|på_ytan..abm.1|,-,2,2.585125,yta
gå,VB.INF.AKT,|gå..vb.1|gå_i_putten..vbm.1|,-,2,2.585125,gå
könet,NN.NEU.SIN.DEF.NOM,|kön..nn.1|,+,2,2.585125,kön
dra,VB.INF.AKT,|dra..vb.1|dra_åt_skogen..vbm.1|dra_åt_skogen..inm.1|,-,2,2.585125,dra
ekorres,NN.UTR.SIN.IND.GEN,|ekorre..nn.1|,+,2,2.585125,ekorre
inträffade,PC.PRF.UTR+NEU.SIN.DEF.NOM,|inträffa..vb.1|,+,2,2.585125,inträffa
genuint,AB.POS,|genuin..av.1|,-,2,2.585125,genuin
Dårar,NN.UTR.PLU.IND.NOM,|dåre..nn.1|,-,2,2.585125,dåre
praktfulla,JJ.POS.UTR+NEU.SIN.DEF.NOM,|praktfull..av.1|,+,2,2.585125,praktfull
ofantlig,JJ.POS.UTR.SIN.IND.NOM,|ofantlig..av.1|,-,2,2.585125,ofantlig
SATT,PM.NOM,|,-,2,2.585125,
tryckte,VB.PRT.AKT,|trycka..vb.1|trycka_ned..vbm.1|,-,2,2.585125,trycka
fynd,NN.NEU.SIN.IND.NOM,|fynd..nn.1|,-,2,2.585125,fynd
40000,RG.NOM,|,-,2,2.585125,
dekalen,NN.UTR.SIN.DEF.NOM,|dekal..nn.1|,-,2,2.585125,dekal
nitar,VB.PRS.AKT,|nita..vb.2|nita..vb.1|,-,2,2.585125,nita
lugna,VB.INF.AKT,|lugna..vb.1|lugna_ned..vbm.1|lugna_sig..vbm.1|,-,2,2.585125,lugna
kastanj,NN.UTR.SIN.IND.NOM,|kastanj..nn.1|,-,2,2.585125,kastanj
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|slå_ifrån_sig..vbm.1|slå_sig..vbm.1|ifrån_sig..avm.1|,-,2,2.585125,sig
glädjens,NN.UTR.SIN.DEF.GEN,|glädje..nn.1|,+,2,2.585125,glädje
föraning,NN.UTR.SIN.IND.NOM,|föraning..nn.1|,+,2,2.585125,föraning
återtagit,VB.SUP.AKT,|återta..vb.1|,+,2,2.585125,återta
arbetskarl,NN.UTR.SIN.IND.NOM,|arbetskarl..nn.1|,+,2,2.585125,arbetskarl
har,VB.PRS.AKT,|ha..vb.1|ha_för_avsikt..vbm.1|,-,2,2.585125,ha
reflekterade,VB.PRT.AKT,|reflektera..vb.1|,-,2,2.585125,reflektera
grunda,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|grund..av.1|,-,2,2.585125,grund
Pippilotta,PM.NOM,|,-,2,2.585125,
yvigt,AB.POS,|yvig..av.1|,-,2,2.585125,yvig
Mercia,PM.NOM,|,-,2,2.585125,
igen,AB,|igen..ab.2|igen..ab.1|klappa_igen..vbm.1|,-,2,2.585125,igen
hålla,VB.INF.AKT,|hålla..vb.1|hålla_handen..vbm.1|,+,2,2.585125,hålla
banden,NN.NEU.PLU.DEF.NOM,|band..nn.1|,-,2,2.585125,band
Midsommarkransen,PM.NOM,|,-,2,2.585125,
övermod,NN.NEU.SIN.IND.NOM,|övermod..nn.1|,+,2,2.585125,övermod
vidtogo,NN.UTR.SIN.IND.NOM,|,-,2,2.585125,
omöjliga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|omöjlig..av.1|,-,2,2.585125,omöjlig
exemplariska,JJ.POS.UTR+NEU.SIN.DEF.NOM,|exemplarisk..av.1|,-,2,2.585125,exemplarisk
vampyrer,NN.UTR.PLU.IND.NOM,|vampyr..nn.1|,-,2,2.585125,vampyr
brutalt,JJ.POS.NEU.SIN.IND.NOM,|brutal..av.1|,-,2,2.585125,brutal
framfoten,NN.UTR.SIN.DEF.NOM,|framfot..nn.1|,+,2,2.585125,framfot
slut,AB.POS,|,-,2,2.585125,
förarga,VB.INF.AKT,|förarga..vb.1|,-,2,2.585125,förarga
av,PL,|av..ab.1|duka_av..vbm.1|,-,2,2.585125,av
smuts,NN.UTR.SIN.IND.NOM,|smuts..nn.1|,-,2,2.585125,smuts
intriger,NN.UTR.PLU.IND.NOM,|intrig..nn.1|,-,2,2.585125,intrig
timjan,NN.UTR.SIN.IND.NOM,|timjan..nn.1|,+,2,2.585125,timjan
Pröva,VB.INF.AKT,|pröva..vb.1|,-,2,2.585125,pröva
Max,PM.NOM,|Max..pm.2|Max..pm.1|,-,2,2.585125,Max
rullade,VB.PRT.AKT,|rulla..vb.2|rulla..vb.1|rulla_ner..vbm.1|,+,2,2.585125,rulla
stöp,VB.PRT.AKT,|stupa..vb.1|,-,2,2.585125,stupa
uppgifterna,NN.UTR.PLU.DEF.NOM,|uppgift..nn.1|,+,2,2.585125,uppgift
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|besvära_sig..vbm.1|,-,2,2.585125,sig
strilande,NN.NEU.SIN.IND.NOM,|strilande..nn.1|,+,2,2.585125,strilande
planta,NN.UTR.SIN.IND.NOM,|planta..nn.1|,-,2,2.585125,planta
ärorika,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ärorik..av.1|,-,2,2.585125,ärorik
Telefonen,NN.UTR.SIN.DEF.NOM,|telefon..nn.1|,+,2,2.585125,telefon
underskrift,NN.UTR.SIN.IND.NOM,|underskrift..nn.1|,+,2,2.585125,underskrift
hyggligare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|hygglig..av.1|,-,2,2.585125,hygglig
Kyrkan,NN.UTR.SIN.DEF.NOM,|kyrka..nn.1|,-,2,2.585125,kyrka
skrynkligt,JJ.POS.NEU.SIN.IND.NOM,|skrynklig..av.1|,-,2,2.585125,skrynklig
försåg,VB.PRT.AKT,|förse..vb.1|,+,2,2.585125,förse
genomsökte,VB.PRT.AKT,|genomsöka..vb.1|,+,2,2.585125,genomsöka
På,PP,|på..pp.1|på_det_viset..abm.1|på_det_viset..avm.1|,-,2,2.585125,på
dramats,NN.NEU.SIN.DEF.GEN,|drama..nn.1|,-,2,2.585125,drama
broderade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|brodera..vb.1|,-,2,2.585125,brodera
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|sätta_sig..vbm.1|sätta_sig_in..vbm.1|,-,2,2.585125,sig
spelande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|spela..vb.2|spela..vb.1|,-,2,2.585125,spela
förnams,VB.PRT.SFO,|förnimma..vb.1|,-,2,2.585125,förnimma
knivarna,NN.UTR.PLU.DEF.NOM,|kniv..nn.1|,-,2,2.585125,kniv
DAM,PM.NOM,|,-,2,2.585125,
hem,NN.NEU.SIN.IND.NOM,|hem..nn.1|komma_hem..vbm.1|,-,2,2.585125,hem
ihålig,JJ.POS.UTR.SIN.IND.NOM,|ihålig..av.1|,-,2,2.585125,ihålig
skrud,NN.UTR.SIN.IND.NOM,|skrud..nn.1|,-,2,2.585125,skrud
kastat,VB.SUP.AKT,|kasta..vb.2|kasta..vb.1|kasta_ut..vbm.1|,-,2,2.585125,kasta
intervjuade,VB.PRT.AKT,|intervjua..vb.1|,-,2,2.585125,intervjua
anvisningen,NN.UTR.SIN.DEF.NOM,|anvisning..nn.1|,+,2,2.585125,anvisning
hyvelbänken,NN.UTR.SIN.DEF.NOM,|hyvelbänk..nn.1|,+,2,2.585125,hyvelbänk
breda,VB.INF.AKT,|bre..vb.1|bre_ut..vbm.1|bre_ut_sig..vbm.1|,-,2,2.585125,bre
strandremsa,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
finna,VB.INF.AKT,|finna..vb.1|finna_sig..vbm.1|,-,2,2.585125,finna
lapska,NN.UTR.SIN.IND.NOM,|lapska..nn.2|lapska..nn.1|,-,2,2.585125,lapska
avdomnad,PC.PRF.UTR.SIN.IND.NOM,|domna_av..vbm.1|,+,2,2.585125,domna_av
Trist,JJ.POS.UTR.SIN.IND.NOM,|trist..av.1|,-,2,2.585125,trist
förlorade,PC.PRF.UTR+NEU.SIN.DEF.NOM,|förlorad..av.1|förlora..vb.1|,-,2,2.585125,förlorad
skolklänningar,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
DOTTER,NN.UTR.SIN.IND.NOM,|dotter..nn.1|,-,2,2.585125,dotter
förvaltade,VB.PRT.AKT,|förvalta..vb.1|,-,2,2.585125,förvalta
rustik,JJ.POS.UTR.SIN.IND.NOM,|rustik..av.1|,-,2,2.585125,rustik
resultat,NN.NEU.PLU.IND.NOM,|resultat..nn.1|,-,2,2.585125,resultat
vittnen,NN.NEU.PLU.IND.NOM,|vittne..nn.1|,+,2,2.585125,vittne
hölle,VB.PRT.AKT,|hålla..vb.1|,-,2,2.585125,hålla
kalk,NN.UTR.SIN.IND.NOM,|kalk..nn.2|kalk..nn.1|,-,2,2.585125,kalk
ödsla,VB.INF.AKT,|ödsla..vb.1|,-,2,2.585125,ödsla
medhjälpare,NN.UTR.PLU.IND.NOM,|medhjälpare..nn.1|,+,2,2.585125,medhjälpare
till,PP,|till..pp.1|komma_till_tals..vbm.1|,-,2,2.585125,till
bjudna,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|bjuda..vb.1|,-,2,2.585125,bjuda
Lennart,PM.NOM,|Lennart..pm.1|,-,2,2.585125,Lennart
spunno,NN.UTR.SIN.IND.NOM,|,-,2,2.585125,
farsa,NN.UTR.SIN.IND.NOM,|farsa..nn.1|,-,2,2.585125,farsa
till,PP,|till..pp.1|i_anslutning_till..ppm.1|,-,2,2.585125,till
Brännlund,PM.NOM,|,-,2,2.585125,
ratade,VB.PRT.AKT,|rata..vb.1|,-,2,2.585125,rata
Istället,AB,|istället..ab.1|istället_för..ppm.1|,-,2,2.585125,istället
ägarinnan,NN.UTR.SIN.DEF.NOM,|,-,2,2.585125,
stugdörren,NN.UTR.SIN.DEF.NOM,|stugdörr..nn.1|,+,2,2.585125,stugdörr
sommarskor,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
famlat,VB.SUP.AKT,|famla..vb.1|,-,2,2.585125,famla
inrusande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|,+,2,2.585125,
1978,RG.NOM,|,-,2,2.585125,
lappfolket,NN.NEU.SIN.DEF.NOM,|,+,2,2.585125,
Leo,PM.NOM,|Leo..pm.1|,-,2,2.585125,Leo
samma,DT.UTR+NEU.SIN+PLU.IND,|samma..pn.1|på_samma_vis..abm.1|,-,2,2.585125,samma
gett,VB.SUP.AKT,|ge..vb.1|ge_tillbaka..vbm.1|,-,2,2.585125,ge
tegelbyggnad,NN.UTR.SIN.IND.NOM,|tegelbyggnad..nn.1|,+,2,2.585125,tegelbyggnad
till,PP,|till..pp.1|till_havs..abm.1|,-,2,2.585125,till
beskrivs,VB.PRS.SFO,|beskriva..vb.1|,+,2,2.585125,beskriva
fädbodjäntan,NN.UTR.SIN.DEF.NOM,|,-,2,2.585125,
ankeln,NN.UTR.SIN.DEF.NOM,|ankel..nn.1|,-,2,2.585125,ankel
oskarp,JJ.POS.UTR.SIN.IND.NOM,|oskarp..av.1|,-,2,2.585125,oskarp
ångande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|ånga..vb.1|,-,2,2.585125,ånga
hummerkadriljen,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
stämningar,NN.UTR.PLU.IND.NOM,|stämning..nn.1|,-,2,2.585125,stämning
ondskefull,JJ.POS.UTR.SIN.IND.NOM,|ondskefull..av.1|,-,2,2.585125,ondskefull
taksparrarna,NN.UTR.PLU.DEF.NOM,|taksparre..nn.1|,+,2,2.585125,taksparre
strömbrytare,NN.UTR.SIN.IND.NOM,|strömbrytare..nn.1|,+,2,2.585125,strömbrytare
bestå,VB.INF.AKT,|bestå..vb.2|bestå..vb.1|,-,2,2.585125,bestå
rara,JJ.POS.UTR+NEU.SIN.DEF.NOM,|rar..av.1|,-,2,2.585125,rar
likar,NN.UTR.PLU.IND.NOM,|like..nn.1|,+,2,2.585125,like
ser,VB.PRS.AKT,|se..vb.1|se_till..vbm.1|,-,2,2.585125,se
virvlar,NN.UTR.PLU.IND.NOM,|virvel..nn.1|,-,2,2.585125,virvel
Till,PP,|till..pp.1|till_dess..abm.1|,-,2,2.585125,till
sjuttiotre,RG.NOM,|,-,2,2.585125,
katolik,NN.UTR.SIN.IND.NOM,|katolik..nn.1|,-,2,2.585125,katolik
krydda,NN.UTR.SIN.IND.NOM,|krydda..nn.2|krydda..nn.1|,-,2,2.585125,krydda
plåstret,NN.NEU.SIN.DEF.NOM,|plåster..nn.1|,-,2,2.585125,plåster
sade,VB.PRT.AKT,|säga..vb.1|säga_upp..vbm.1|,-,2,2.585125,säga
tjuter,VB.PRS.AKT,|tjuta..vb.1|,-,2,2.585125,tjuta
avfärdas,VB.INF.SFO,|avfärda..vb.1|,+,2,2.585125,avfärda
står,VB.PRS.AKT,|stå..vb.1|stå_sig..vbm.1|stå_upp..vbm.1|,-,2,2.585125,stå
hostan,NN.UTR.SIN.DEF.NOM,|hosta..nn.1|,+,2,2.585125,hosta
tamgäss,PM.NOM,|,-,2,2.585125,
tandlöst,JJ.POS.NEU.SIN.IND.NOM,|tandlös..av.1|,+,2,2.585125,tandlös
Stackare,NN.UTR.PLU.IND.NOM,|stackare..nn.1|,-,2,2.585125,stackare
prioriterat,PC.PRF.NEU.SIN.IND.NOM,|prioritera..vb.1|,-,2,2.585125,prioritera
bisarra,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|bisarr..av.1|,-,2,2.585125,bisarr
utbrett,PC.PRF.NEU.SIN.IND.NOM,|utbredd..av.1|utbre..vb.1|,+,2,2.585125,utbredd
porträttet,NN.NEU.SIN.DEF.NOM,|porträtt..nn.1|,-,2,2.585125,porträtt
ässjan,NN.UTR.SIN.DEF.NOM,|ässja..nn.1|,+,2,2.585125,ässja
