word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency
found,__UNDEF__,__UNDEF__,+,4,5.381509
imagine,__UNDEF__,__UNDEF__,+,4,5.381509
frog,NN,__UNDEF__,+,4,5.381509
ajar,JJ,__UNDEF__,+,4,5.381509
vagabond,NN,__UNDEF__,+,4,5.381509
forenoon,NN,__UNDEF__,+,4,5.381509
batteries,NNS,__UNDEF__,+,4,5.381509
proportion,NN,__UNDEF__,+,4,5.381509
20.xii,Z,__UNDEF__,+,4,5.381509
light,__UNDEF__,__UNDEF__,+,4,5.381509
spectacle,NN,__UNDEF__,+,4,5.381509
shattered,VBN,__UNDEF__,+,4,5.381509
raincoat,NN,__UNDEF__,+,4,5.381509
disliked,VBD,__UNDEF__,+,4,5.381509
accord,NN,__UNDEF__,+,4,5.381509
layer,NN,__UNDEF__,+,4,5.381509
pedestal,NN,__UNDEF__,+,4,5.381509
Durin_'s_Day,NP,__UNDEF__,+,4,5.381509
shovelled,VBN,__UNDEF__,+,4,5.381509
chained,VBN,__UNDEF__,+,4,5.381509
1993,Z,__UNDEF__,+,4,5.381509
truth,__UNDEF__,__UNDEF__,+,4,5.381509
hitherto,RB,__UNDEF__,+,4,5.381509
fire-swept,VBN,__UNDEF__,+,4,5.381509
crate,NN,__UNDEF__,+,4,5.381509
Hell_'s_Hole,NP,__UNDEF__,+,4,5.381509
gossiping,VBG,__UNDEF__,+,4,5.381509
clears,VBZ,__UNDEF__,+,4,5.381509
"course,",__UNDEF__,__UNDEF__,+,4,5.381509
ashes,NNS,__UNDEF__,+,4,5.381509
avenged,VBN,__UNDEF__,+,4,5.381509
wishes,NNS,__UNDEF__,+,4,5.381509
shirt-band,NN,__UNDEF__,+,4,5.381509
hitting,VBG,__UNDEF__,+,4,5.381509
Jeep,NP,__UNDEF__,+,4,5.381509
annoyed,VBD,__UNDEF__,+,4,5.381509
verge,NN,__UNDEF__,+,4,5.381509
living,__UNDEF__,__UNDEF__,+,4,5.381509
help,__UNDEF__,__UNDEF__,+,4,5.381509
demand,VB,__UNDEF__,+,4,5.381509
question,__UNDEF__,__UNDEF__,+,4,5.381509
routines,NNS,__UNDEF__,+,4,5.381509
except,__UNDEF__,__UNDEF__,+,4,5.381509
fare,VB,__UNDEF__,+,4,5.381509
snooping,VBG,__UNDEF__,+,4,5.381509
nieces,NNS,__UNDEF__,+,4,5.381509
present,__UNDEF__,__UNDEF__,+,4,5.381509
sole,JJ,__UNDEF__,+,4,5.381509
Might,MD,__UNDEF__,+,4,5.381509
significance,NN,__UNDEF__,+,4,5.381509
stalls,NNS,__UNDEF__,+,4,5.381509
profession,NN,__UNDEF__,+,4,5.381509
captive,JJ,__UNDEF__,+,4,5.381509
sticker,NN,__UNDEF__,+,4,5.381509
plausible,JJ,__UNDEF__,+,4,5.381509
freelancers,NN,__UNDEF__,+,4,5.381509
extraordinarily,RB,__UNDEF__,+,4,5.381509
sequence,NN,__UNDEF__,+,4,5.381509
glowered,VBD,__UNDEF__,+,4,5.381509
arisen,VBN,__UNDEF__,+,4,5.381509
murmured,VBN,__UNDEF__,+,4,5.381509
lemon,NN,__UNDEF__,+,4,5.381509
hip,NN,__UNDEF__,+,4,5.381509
suspicions,NNS,__UNDEF__,+,4,5.381509
mugs,NNS,__UNDEF__,+,4,5.381509
cautious,JJ,__UNDEF__,+,4,5.381509
suicide,NN,__UNDEF__,+,4,5.381509
illuminated,VBN,__UNDEF__,+,4,5.381509
unawares,RB,__UNDEF__,+,4,5.381509
express,JJ,__UNDEF__,+,4,5.381509
decrepit,JJ,__UNDEF__,+,4,5.381509
launched,VBN,__UNDEF__,+,4,5.381509
substantial,JJ,__UNDEF__,+,4,5.381509
confusing,VBG,__UNDEF__,+,4,5.381509
permitted,VBD,__UNDEF__,+,4,5.381509
arriving,VBG,__UNDEF__,+,4,5.381509
banished,VBN,__UNDEF__,+,4,5.381509
pack,VB,__UNDEF__,+,4,5.381509
visits,NNS,__UNDEF__,+,4,5.381509
goodnight,NN,__UNDEF__,+,4,5.381509
delay,VB,__UNDEF__,+,4,5.381509
twenty-one,Z,__UNDEF__,+,4,5.381509
cognac,NN,__UNDEF__,+,4,5.381509
explode,VBP,__UNDEF__,+,4,5.381509
advised,VBD,__UNDEF__,+,4,5.381509
insisted,VBN,__UNDEF__,+,4,5.381509
A4,Z,__UNDEF__,+,4,5.381509
obstacle,NN,__UNDEF__,+,4,5.381509
confronted,VBN,__UNDEF__,+,4,5.381509
friend,__UNDEF__,__UNDEF__,+,4,5.381509
nosed,VBD,__UNDEF__,+,4,5.381509
punch,NN,__UNDEF__,+,4,5.381509
poverty,NN,__UNDEF__,+,4,5.381509
hips,NNS,__UNDEF__,+,4,5.381509
addressed,VBN,__UNDEF__,+,4,5.381509
ungrateful,JJ,__UNDEF__,+,4,5.381509
abreast,NN,__UNDEF__,+,4,5.381509
sunsets,NNS,__UNDEF__,+,4,5.381509
habits,NNS,__UNDEF__,+,4,5.381509
Mr._Bilbo_Baggins,NP,__UNDEF__,+,4,5.381509
breadth,NN,__UNDEF__,+,4,5.381509
Friday_evening,W,__UNDEF__,+,4,5.381509
defined,VBN,__UNDEF__,+,4,5.381509
reacted,VBN,__UNDEF__,+,4,5.381509
look-out,NN,__UNDEF__,+,4,5.381509
table,__UNDEF__,__UNDEF__,+,4,5.381509
game-keeper's,VBZ,__UNDEF__,+,4,5.381509
correcting,VBG,__UNDEF__,+,4,5.381509
review,NN,__UNDEF__,+,4,5.381509
rustled,VBN,__UNDEF__,+,4,5.381509
scan,VB,__UNDEF__,+,4,5.381509
agony,NN,__UNDEF__,+,4,5.381509
unlucky,JJ,__UNDEF__,+,4,5.381509
planks,NNS,__UNDEF__,+,4,5.381509
KALLE_BLOMKVIST,NP,__UNDEF__,+,4,5.381509
grazed,VBD,__UNDEF__,+,4,5.381509
Winnie,NP,__UNDEF__,+,4,5.381509
tame,VBP,__UNDEF__,+,4,5.381509
describing,VBG,__UNDEF__,+,4,5.381509
Hanukkah,NP,__UNDEF__,+,4,5.381509
recommendation,NN,__UNDEF__,+,4,5.381509
stumped,VBD,__UNDEF__,+,4,5.381509
actually,__UNDEF__,__UNDEF__,+,4,5.381509
piece,__UNDEF__,__UNDEF__,+,4,5.381509
three_thousand,Z,__UNDEF__,+,4,5.381509
River_Running,NP,__UNDEF__,+,4,5.381509
distinguish,VB,__UNDEF__,+,4,5.381509
narrative,NN,__UNDEF__,+,4,5.381509
moody,JJ,__UNDEF__,+,4,5.381509
"boy,",__UNDEF__,__UNDEF__,+,4,5.381509
egotistical,JJ,__UNDEF__,+,4,5.381509
offering,VBG,__UNDEF__,+,4,5.381509
reserve,NN,__UNDEF__,+,4,5.381509
pond,NN,__UNDEF__,+,4,5.381509
tried,__UNDEF__,__UNDEF__,+,4,5.381509
favourite,NN,__UNDEF__,+,4,5.381509
disappear,VBP,__UNDEF__,+,4,5.381509
piling,VBG,__UNDEF__,+,4,5.381509
distribution,NN,__UNDEF__,+,4,5.381509
snapping,VBG,__UNDEF__,+,4,5.381509
ought,__UNDEF__,__UNDEF__,+,4,5.381509
Belgium,NP,__UNDEF__,+,4,5.381509
"-""",__UNDEF__,__UNDEF__,+,4,5.381509
writes,VBZ,__UNDEF__,+,4,5.381509
amusement,NN,__UNDEF__,+,4,5.381509
yearning,NN,__UNDEF__,+,4,5.381509
chorus,NN,__UNDEF__,+,4,5.381509
ripple,NN,__UNDEF__,+,4,5.381509
annoys,VBZ,__UNDEF__,+,4,5.381509
costs,VBZ,__UNDEF__,+,4,5.381509
obnoxious,JJ,__UNDEF__,+,4,5.381509
auction,NN,__UNDEF__,+,4,5.381509
noted,VBN,__UNDEF__,+,4,5.381509
prosecutor,NN,__UNDEF__,+,4,5.381509
draws,VBZ,__UNDEF__,+,4,5.381509
whirring,VBG,__UNDEF__,+,4,5.381509
lead,VBP,__UNDEF__,+,4,5.381509
Fierce,NP,__UNDEF__,+,4,5.381509
ha,NN,__UNDEF__,+,4,5.381509
nail,NN,__UNDEF__,+,4,5.381509
snack,NN,__UNDEF__,+,4,5.381509
overhanging,VBG,__UNDEF__,+,4,5.381509
stubbed,VBD,__UNDEF__,+,4,5.381509
recovery,NN,__UNDEF__,+,4,5.381509
tourist,NN,__UNDEF__,+,4,5.381509
greens,NNS,__UNDEF__,+,4,5.381509
fifty-three,Z,__UNDEF__,+,4,5.381509
scramble,VB,__UNDEF__,+,4,5.381509
yield,VB,__UNDEF__,+,4,5.381509
spurs,NNS,__UNDEF__,+,4,5.381509
resolution,NN,__UNDEF__,+,4,5.381509
disposal,NN,__UNDEF__,+,4,5.381509
fancied,VBN,__UNDEF__,+,4,5.381509
wagons,NNS,__UNDEF__,+,4,5.381509
deliberated,VBD,__UNDEF__,+,4,5.381509
chatted,VBN,__UNDEF__,+,4,5.381509
securely,RB,__UNDEF__,+,4,5.381509
lick,NN,__UNDEF__,+,4,5.381509
Bear_of_Very_Little_Brain,NP,__UNDEF__,+,4,5.381509
parachute,NN,__UNDEF__,+,4,5.381509
"is.""",__UNDEF__,__UNDEF__,+,4,5.381509
attending,VBG,__UNDEF__,+,4,5.381509
scampered,VBD,__UNDEF__,+,4,5.381509
burial,NN,__UNDEF__,+,4,5.381509
stilts,NNS,__UNDEF__,+,4,5.381509
drawings,NNS,__UNDEF__,+,4,5.381509
behavior,NN,__UNDEF__,+,4,5.381509
rent,NN,__UNDEF__,+,4,5.381509
tortured,VBD,__UNDEF__,+,4,5.381509
facial,JJ,__UNDEF__,+,4,5.381509
plots,NNS,__UNDEF__,+,4,5.381509
obediently,RB,__UNDEF__,+,4,5.381509
"things,",__UNDEF__,__UNDEF__,+,4,5.381509
outfit,NN,__UNDEF__,+,4,5.381509
already,__UNDEF__,__UNDEF__,+,4,5.381509
single,__UNDEF__,__UNDEF__,+,4,5.381509
conducted,VBN,__UNDEF__,+,4,5.381509
broadcast,VBD,__UNDEF__,+,4,5.381509
worthless,JJ,__UNDEF__,+,4,5.381509
cost,VBD,__UNDEF__,+,4,5.381509
conspicuous,JJ,__UNDEF__,+,4,5.381509
remembering,VBG,__UNDEF__,+,4,5.381509
arrest,NN,__UNDEF__,+,4,5.381509
swear,VB,__UNDEF__,+,4,5.381509
straightforward,JJ,__UNDEF__,+,4,5.381509
Run,VB,__UNDEF__,+,4,5.381509
THAT,__UNDEF__,__UNDEF__,+,4,5.381509
trickled,VBD,__UNDEF__,+,4,5.381509
homesickness,NN,__UNDEF__,+,4,5.381509
tiptoed,VBD,__UNDEF__,+,4,5.381509
discreet,JJ,__UNDEF__,+,4,5.381509
Momsy,NP,__UNDEF__,+,4,5.381509
lindens,NNS,__UNDEF__,+,4,5.381509
expressions,NNS,__UNDEF__,+,4,5.381509
"off,",__UNDEF__,__UNDEF__,+,4,5.381509
Wrong,JJ,__UNDEF__,+,4,5.381509
prescription,NN,__UNDEF__,+,4,5.381509
cross,VBP,__UNDEF__,+,4,5.381509
rumours,NNS,__UNDEF__,+,4,5.381509
majestic,JJ,__UNDEF__,+,4,5.381509
shrinking,VBG,__UNDEF__,+,4,5.381509
stock-market,NN,__UNDEF__,+,4,5.381509
Pooh,__UNDEF__,__UNDEF__,+,4,5.381509
battered,VBN,__UNDEF__,+,4,5.381509
mould,VB,__UNDEF__,+,4,5.381509
Allies,NP,__UNDEF__,+,4,5.381509
wholly,RB,__UNDEF__,+,4,5.381509
ordering,VBG,__UNDEF__,+,4,5.381509
convent,NN,__UNDEF__,+,4,5.381509
juniper,NN,__UNDEF__,+,4,5.381509
listen,VBP,__UNDEF__,+,4,5.381509
officially,RB,__UNDEF__,+,4,5.381509
astonishing,VBG,__UNDEF__,+,4,5.381509
ingenious,JJ,__UNDEF__,+,4,5.381509
damn,RB,__UNDEF__,+,4,5.381509
streamed,VBD,__UNDEF__,+,4,5.381509
Longreach,NP,__UNDEF__,+,4,5.381509
bell-rope,NN,__UNDEF__,+,4,5.381509
belonging,VBG,__UNDEF__,+,4,5.381509
warning,VBG,__UNDEF__,+,4,5.381509
kilometres,NNS,__UNDEF__,+,4,5.381509
curve,NN,__UNDEF__,+,4,5.381509
forward,__UNDEF__,__UNDEF__,+,4,5.381509
Arkenstone_of_Thrain,NP,__UNDEF__,+,4,5.381509
shout,NN,__UNDEF__,+,4,5.381509
unquestionably,RB,__UNDEF__,+,4,5.381509
slate,NN,__UNDEF__,+,4,5.381509
halter,NN,__UNDEF__,+,4,5.381509
Together,RB,__UNDEF__,+,4,5.381509
stitches,NNS,__UNDEF__,+,4,5.381509
discoveries,NNS,__UNDEF__,+,4,5.381509
encountered,VBN,__UNDEF__,+,4,5.381509
com,NN,__UNDEF__,+,4,5.381509
banter,NN,__UNDEF__,+,4,5.381509
cavern,NN,__UNDEF__,+,4,5.381509
seething,VBG,__UNDEF__,+,4,5.381509
chieftain,NN,__UNDEF__,+,4,5.381509
marksman,NN,__UNDEF__,+,4,5.381509
preciousss,NN,__UNDEF__,+,4,5.381509
plays,VBZ,__UNDEF__,+,4,5.381509
frantically,RB,__UNDEF__,+,4,5.381509
barefoot,RB,__UNDEF__,+,4,5.381509
pocket-handkerchief,NN,__UNDEF__,+,4,5.381509
acres,NNS,__UNDEF__,+,4,5.381509
addressing,VBG,__UNDEF__,+,4,5.381509
answer,__UNDEF__,__UNDEF__,+,4,5.381509
persons,NNS,__UNDEF__,+,4,5.381509
Shh,NN,__UNDEF__,+,4,5.381509
period,__UNDEF__,__UNDEF__,+,4,5.381509
moo,VB,__UNDEF__,+,4,5.381509
committee,NN,__UNDEF__,+,4,5.381509
continues,VBZ,__UNDEF__,+,4,5.381509
frown,NN,__UNDEF__,+,4,5.381509
Lundagatan,NP,__UNDEF__,+,4,5.381509
today.,__UNDEF__,__UNDEF__,+,4,5.381509
spied,VBD,__UNDEF__,+,4,5.381509
Wake,NN,__UNDEF__,+,4,5.381509
reflected,VBN,__UNDEF__,+,4,5.381509
realized,__UNDEF__,__UNDEF__,+,4,5.381509
night-time,NN,__UNDEF__,+,4,5.381509
set,VBP,__UNDEF__,+,4,5.381509
sailing,VBG,__UNDEF__,+,4,5.381509
Usually,RB,__UNDEF__,+,4,5.381509
alight,JJ,__UNDEF__,+,4,5.381509
bicycle,NN,__UNDEF__,+,4,5.381509
mayor,NN,__UNDEF__,+,4,5.381509
Autumn,NP,__UNDEF__,+,4,5.381509
skis,NNS,__UNDEF__,+,4,5.381509
peeled,VBN,__UNDEF__,+,4,5.381509
tunnelbana,NN,__UNDEF__,+,4,5.381509
South_America,NP,__UNDEF__,+,4,5.381509
alone,JJ,__UNDEF__,+,4,5.381509
AND,NP,__UNDEF__,+,4,5.381509
19,Z,__UNDEF__,+,4,5.381509
Eastern,NP,__UNDEF__,+,4,5.381509
agreeable,JJ,__UNDEF__,+,4,5.381509
sufficient,JJ,__UNDEF__,+,4,5.381509
buzzing-noise,VB,__UNDEF__,+,4,5.381509
Africa,NP,__UNDEF__,+,4,5.381509
profit,NN,__UNDEF__,+,4,5.381509
forge,NN,__UNDEF__,+,4,5.381509
tents,NNS,__UNDEF__,+,4,5.381509
bidding,NN,__UNDEF__,+,4,5.381509
vivid,JJ,__UNDEF__,+,4,5.381509
schoolhouse,NN,__UNDEF__,+,4,5.381509
Bellmansgatan,NP,__UNDEF__,+,4,5.381509
scream,NN,__UNDEF__,+,4,5.381509
wrapping,VBG,__UNDEF__,+,4,5.381509
reader,NN,__UNDEF__,+,4,5.381509
intact,JJ,__UNDEF__,+,4,5.381509
furiously,RB,__UNDEF__,+,4,5.381509
discipline,NN,__UNDEF__,+,4,5.381509
slap,NN,__UNDEF__,+,4,5.381509
Promise,NN,__UNDEF__,+,4,5.381509
interfere,VB,__UNDEF__,+,4,5.381509
Flammea,NP,__UNDEF__,+,4,5.381509
exposing,VBG,__UNDEF__,+,4,5.381509
scouts,NNS,__UNDEF__,+,4,5.381509
coaxing,VBG,__UNDEF__,+,4,5.381509
schoolbag,NN,__UNDEF__,+,4,5.381509
whom,__UNDEF__,__UNDEF__,+,4,5.381509
forsaken,VBN,__UNDEF__,+,4,5.381509
Tookish,NP,__UNDEF__,+,4,5.381509
talented,JJ,__UNDEF__,+,4,5.381509
contains,VBZ,__UNDEF__,+,4,5.381509
economics,NNS,__UNDEF__,+,4,5.381509
astronomer,NN,__UNDEF__,+,4,5.381509
knelt,VBD,__UNDEF__,+,4,5.381509
gaily,RB,__UNDEF__,+,4,5.381509
housekeeping,NN,__UNDEF__,+,4,5.381509
Consider,VB,__UNDEF__,+,4,5.381509
latte,NN,__UNDEF__,+,4,5.381509
among,__UNDEF__,__UNDEF__,+,4,5.381509
ado,NN,__UNDEF__,+,4,5.381509
kissing,VBG,__UNDEF__,+,4,5.381509
Kawasaki,NP,__UNDEF__,+,4,5.381509
agreements,NNS,__UNDEF__,+,4,5.381509
case,__UNDEF__,__UNDEF__,+,4,5.381509
pigeon,NN,__UNDEF__,+,4,5.381509
coax,VB,__UNDEF__,+,4,5.381509
photographic,JJ,__UNDEF__,+,4,5.381509
emergency,NN,__UNDEF__,+,4,5.381509
brilliantly,RB,__UNDEF__,+,4,5.381509
twentieth,JJ,__UNDEF__,+,4,5.381509
genealogical,JJ,__UNDEF__,+,4,5.381509
Dr._Dussel,NP,__UNDEF__,+,4,5.381509
M-30,Z,__UNDEF__,+,4,5.381509
quarrel,VB,__UNDEF__,+,4,5.381509
galloping,VBG,__UNDEF__,+,4,5.381509
proposed,VBD,__UNDEF__,+,4,5.381509
forty,DT,__UNDEF__,+,4,5.381509
replied.,__UNDEF__,__UNDEF__,+,4,5.381509
extended,VBN,__UNDEF__,+,4,5.381509
chicken,NN,__UNDEF__,+,4,5.381509
voluntarily,RB,__UNDEF__,+,4,5.381509
choose,VBP,__UNDEF__,+,4,5.381509
Lodz,NP,__UNDEF__,+,4,5.381509
encouraged,VBD,__UNDEF__,+,4,5.381509
canned,VBN,__UNDEF__,+,4,5.381509
ending,VBG,__UNDEF__,+,4,5.381509
farmhouse,NN,__UNDEF__,+,4,5.381509
"case,",__UNDEF__,__UNDEF__,+,4,5.381509
salute,NN,__UNDEF__,+,4,5.381509
strongest,JJS,__UNDEF__,+,4,5.381509
handicapped,VBN,__UNDEF__,+,4,5.381509
uncomfortably,RB,__UNDEF__,+,4,5.381509
establish,VB,__UNDEF__,+,4,5.381509
Evil,JJ,__UNDEF__,+,4,5.381509
Norrköping,NP,__UNDEF__,+,4,5.381509
sorrowful,JJ,__UNDEF__,+,4,5.381509
grieve,VB,__UNDEF__,+,4,5.381509
bidding,VBG,__UNDEF__,+,4,5.381509
forty-five,Z,__UNDEF__,+,4,5.381509
clocks,NNS,__UNDEF__,+,4,5.381509
combed,VBD,__UNDEF__,+,4,5.381509
battles,NNS,__UNDEF__,+,4,5.381509
Keg_Company,NP,__UNDEF__,+,4,5.381509
Italian,NP,__UNDEF__,+,4,5.381509
nook,NN,__UNDEF__,+,4,5.381509
croaking,VBG,__UNDEF__,+,4,5.381509
Mr._Broks,NP,__UNDEF__,+,4,5.381509
slower,JJR,__UNDEF__,+,4,5.381509
snares,VBZ,__UNDEF__,+,4,5.381509
coupons,NNS,__UNDEF__,+,4,5.381509
jars,__UNDEF__,__UNDEF__,+,4,5.381509
Better,JJR,__UNDEF__,+,4,5.381509
fortunately,RB,__UNDEF__,+,4,5.381509
stay,__UNDEF__,__UNDEF__,+,4,5.381509
alcove,NN,__UNDEF__,+,4,5.381509
Odenplan,NP,__UNDEF__,+,4,5.381509
Sörmland,NP,__UNDEF__,+,4,5.381509
mountaineer,NN,__UNDEF__,+,4,5.381509
swore,VBD,__UNDEF__,+,4,5.381509
Everywhere,RB,__UNDEF__,+,4,5.381509
spread,VBP,__UNDEF__,+,4,5.381509
dysfunctional,JJ,__UNDEF__,+,4,5.381509
1942,Z,__UNDEF__,+,4,5.381509
"Father,",__UNDEF__,__UNDEF__,+,4,5.381509
awaiting,VBG,__UNDEF__,+,4,5.381509
raping,VBG,__UNDEF__,+,4,5.381509
bordering,VBG,__UNDEF__,+,4,5.381509
by_heart,RB,__UNDEF__,+,4,5.381509
patting,VBG,__UNDEF__,+,4,5.381509
feminist,NN,__UNDEF__,+,4,5.381509
cubbyhole,NN,__UNDEF__,+,4,5.381509
cast,VBN,__UNDEF__,+,4,5.381509
priests,NNS,__UNDEF__,+,4,5.381509
guinea-pigs,NNS,__UNDEF__,+,4,5.381509
bathed,VBN,__UNDEF__,+,4,5.381509
suggested,VBN,__UNDEF__,+,4,5.381509
wider,JJR,__UNDEF__,+,4,5.381509
flirtations,NNS,__UNDEF__,+,4,5.381509
transactions,NNS,__UNDEF__,+,4,5.381509
obstructed,VBD,__UNDEF__,+,4,5.381509
ironic,JJ,__UNDEF__,+,4,5.381509
existed,VBN,__UNDEF__,+,4,5.381509
BUMP,NP,__UNDEF__,+,4,5.381509
warm,VB,__UNDEF__,+,4,5.381509
slowed,VBD,__UNDEF__,+,4,5.381509
30112,Z,__UNDEF__,+,4,5.381509
enthusiastic,JJ,__UNDEF__,+,4,5.381509
Alvaret,NP,__UNDEF__,+,4,5.381509
hand,VB,__UNDEF__,+,4,5.381509
witch,NN,__UNDEF__,+,4,5.381509
P.S._We,NP,__UNDEF__,+,4,5.381509
fiercely,RB,__UNDEF__,+,4,5.381509
moon-letters,NNS,__UNDEF__,+,4,5.381509
swallow,NN,__UNDEF__,+,4,5.381509
sea-coast,NN,__UNDEF__,+,4,5.381509
goat,NN,__UNDEF__,+,4,5.381509
20,Z,__UNDEF__,+,4,5.381509
yarn,NN,__UNDEF__,+,4,5.381509
possess,VB,__UNDEF__,+,4,5.381509
overalls,NNS,__UNDEF__,+,4,5.381509
sailors,NNS,__UNDEF__,+,4,5.381509
Eric,NP,__UNDEF__,+,4,5.381509
richly,RB,__UNDEF__,+,4,5.381509
wade,VB,__UNDEF__,+,4,5.381509
gay,JJ,__UNDEF__,+,4,5.381509
logo,NN,__UNDEF__,+,4,5.381509
uncertainty,NN,__UNDEF__,+,4,5.381509
disgrace,NN,__UNDEF__,+,4,5.381509
rent,VB,__UNDEF__,+,4,5.381509
THAT,WDT,__UNDEF__,+,4,5.381509
blast,NN,__UNDEF__,+,4,5.381509
undertone,NN,__UNDEF__,+,4,5.381509
Adolf,NP,__UNDEF__,+,4,5.381509
afloat,RB,__UNDEF__,+,4,5.381509
equal,JJ,__UNDEF__,+,4,5.381509
nearing,VBG,__UNDEF__,+,4,5.381509
leave,__UNDEF__,__UNDEF__,+,4,5.381509
patrol,NN,__UNDEF__,+,4,5.381509
debts,NNS,__UNDEF__,+,4,5.381509
written,__UNDEF__,__UNDEF__,+,4,5.381509
consciously,RB,__UNDEF__,+,4,5.381509
kisses,VBZ,__UNDEF__,+,4,5.381509
wayside,NN,__UNDEF__,+,4,5.381509
imprisonment,NN,__UNDEF__,+,4,5.381509
brushwood,NN,__UNDEF__,+,4,5.381509
kronor,__UNDEF__,__UNDEF__,+,4,5.381509
dejected,VBN,__UNDEF__,+,4,5.381509
botanist,NN,__UNDEF__,+,4,5.381509
alien,JJ,__UNDEF__,+,4,5.381509
barns,NNS,__UNDEF__,+,4,5.381509
Version,NN,__UNDEF__,+,4,5.381509
handing,VBG,__UNDEF__,+,4,5.381509
Mama,NP,__UNDEF__,+,4,5.381509
upside,NN,__UNDEF__,+,4,5.381509
planets,NNS,__UNDEF__,+,4,5.381509
wash,VBP,__UNDEF__,+,4,5.381509
joins,VBZ,__UNDEF__,+,4,5.381509
poetry,NN,__UNDEF__,+,4,5.381509
eagerness,NN,__UNDEF__,+,4,5.381509
transformed,VBD,__UNDEF__,+,4,5.381509
clinic,NN,__UNDEF__,+,4,5.381509
usually,__UNDEF__,__UNDEF__,+,4,5.381509
tarry,VB,__UNDEF__,+,4,5.381509
warrior,NN,__UNDEF__,+,4,5.381509
rose-tree,NN,__UNDEF__,+,4,5.381509
just_in_case,CC,__UNDEF__,+,4,5.381509
suitcases,NNS,__UNDEF__,+,4,5.381509
reds,NNS,__UNDEF__,+,4,5.381509
assembled,VBN,__UNDEF__,+,4,5.381509
politically,RB,__UNDEF__,+,4,5.381509
temporary,JJ,__UNDEF__,+,4,5.381509
plumber,NN,__UNDEF__,+,4,5.381509
restlessly,RB,__UNDEF__,+,4,5.381509
swears,VBZ,__UNDEF__,+,4,5.381509
accent,NN,__UNDEF__,+,4,5.381509
publishing,NN,__UNDEF__,+,4,5.381509
weasels,NNS,__UNDEF__,+,4,5.381509
amateur,JJ,__UNDEF__,+,4,5.381509
corner,__UNDEF__,__UNDEF__,+,4,5.381509
enquired,VBD,__UNDEF__,+,4,5.381509
speck,NN,__UNDEF__,+,4,5.381509
absent,JJ,__UNDEF__,+,4,5.381509
shortly,RB,__UNDEF__,+,4,5.381509
halted,VBN,__UNDEF__,+,4,5.381509
requires,VBZ,__UNDEF__,+,4,5.381509
summoned,VBD,__UNDEF__,+,4,5.381509
forefinger,NN,__UNDEF__,+,4,5.381509
climb,NN,__UNDEF__,+,4,5.381509
tree-trunks,NNS,__UNDEF__,+,4,5.381509
employment,NN,__UNDEF__,+,4,5.381509
let's,__UNDEF__,__UNDEF__,+,4,5.381509
clefts,NNS,__UNDEF__,+,4,5.381509
curses,NNS,__UNDEF__,+,4,5.381509
glimpses,NNS,__UNDEF__,+,4,5.381509
bend,VB,__UNDEF__,+,4,5.381509
Hail,NN,__UNDEF__,+,4,5.381509
fearfully,RB,__UNDEF__,+,4,5.381509
Magnusson,NP,__UNDEF__,+,4,5.381509
freezing,NN,__UNDEF__,+,4,5.381509
random,JJ,__UNDEF__,+,4,5.381509
pinch,VB,__UNDEF__,+,4,5.381509
knots,NNS,__UNDEF__,+,4,5.381509
yonder,RB,__UNDEF__,+,4,5.381509
asteroid,NN,__UNDEF__,+,4,5.381509
half-way,NN,__UNDEF__,+,4,5.381509
Life,NN,__UNDEF__,+,4,5.381509
argue,VBP,__UNDEF__,+,4,5.381509
Meaning,VBG,__UNDEF__,+,4,5.381509
menacing,VBG,__UNDEF__,+,4,5.381509
thumbs,NNS,__UNDEF__,+,4,5.381509
fold,VB,__UNDEF__,+,3,4.036131
"moment,",__UNDEF__,__UNDEF__,+,3,4.036131
afoot,RB,__UNDEF__,+,3,4.036131
glowed,VBD,__UNDEF__,+,3,4.036131
clandestine,JJ,__UNDEF__,+,3,4.036131
handy,JJ,__UNDEF__,+,3,4.036131
handwriting,NN,__UNDEF__,+,3,4.036131
renowned,JJ,__UNDEF__,+,3,4.036131
veils,NNS,__UNDEF__,+,3,4.036131
greed,NN,__UNDEF__,+,3,4.036131
transported,VBN,__UNDEF__,+,3,4.036131
Bank_of_Kroenenfeld,NP,__UNDEF__,+,3,4.036131
photographers,NNS,__UNDEF__,+,3,4.036131
shabby,JJ,__UNDEF__,+,3,4.036131
stickleback,NN,__UNDEF__,+,3,4.036131
hostility,NN,__UNDEF__,+,3,4.036131
1965,W,__UNDEF__,+,3,4.036131
"""A",__UNDEF__,__UNDEF__,+,3,4.036131
urging,VBG,__UNDEF__,+,3,4.036131
hedgehogs,NNS,__UNDEF__,+,3,4.036131
permanently,RB,__UNDEF__,+,3,4.036131
sadness,NN,__UNDEF__,+,3,4.036131
attached,VBN,__UNDEF__,+,3,4.036131
bullies,NNS,__UNDEF__,+,3,4.036131
Kalmar_Sound,NP,__UNDEF__,+,3,4.036131
downstairs,__UNDEF__,__UNDEF__,+,3,4.036131
joys,NNS,__UNDEF__,+,3,4.036131
knotty,JJ,__UNDEF__,+,3,4.036131
dealings,NNS,__UNDEF__,+,3,4.036131
piercing,NN,__UNDEF__,+,3,4.036131
black,__UNDEF__,__UNDEF__,+,3,4.036131
occurrences,NNS,__UNDEF__,+,3,4.036131
reapers,NNS,__UNDEF__,+,3,4.036131
puddles,NNS,__UNDEF__,+,3,4.036131
